id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,nama_sekolah,npsn,status_sekolah,alamat_sekolah,tahun
1044,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206200,CIGALONTANG,32.06.27,CIGALONTANG,SMK WIDYA MUKTI,69873974,SWASTA,JLN. PERK. GUNUNG SATRIA KP.RANCAMAYA RT 01/02,2023
1045,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206200,CIGALONTANG,32.06.27,CIGALONTANG,SMKS DAARUL HIDAYAH,20244749,SWASTA,BOJONGNANGKA,2023
1046,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206200,CIGALONTANG,32.06.27,CIGALONTANG,SMKS ISLAM TENJONAGARA,20268934,SWASTA,CIGALONTANG KM.6,2023
1047,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206200,CIGALONTANG,32.06.27,CIGALONTANG,SMKS ISLAM TERPADU MARIFA,69753590,SWASTA,KP. PASANGGRAHAN RT 08 RW 03,2023
1048,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206010,CIPATUJAH,32.06.01,CIPATUJAH,SMKN 2 CIPATUJAH,69752268,NEGERI,JL. RAYA PAMAYANGSARI,2023
1049,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206010,CIPATUJAH,32.06.01,CIPATUJAH,SMKN CIPATUJAH,20269714,NEGERI,JALAN RAYA CIPATUJAH KP LAPANG,2023
105,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,32.01.03,CITEUREUP,SMKS KSATRIA BANGSA CITEUREUP,20269642,SWASTA,JL. RAYA LEUWIBILIK KM.01 RT.04/01,2023
1050,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206010,CIPATUJAH,32.06.01,CIPATUJAH,SMK HUBBUL WATHON,69947787,SWASTA,KP. LEUWIPICUNG,2023
1051,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206010,CIPATUJAH,32.06.01,CIPATUJAH,SMK ISLAM BIHBUL,69870901,SWASTA,PESANTREN BIHBUL,2023
1052,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206030,CIKALONG,32.06.03,CIKALONG,SMKN CIKALONG,69892762,NEGERI,JL. RAYA KALAPAGENEP KM. 13,2023
1053,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206030,CIKALONG,32.06.03,CIKALONG,SMK AL-ISHLAH CIKALONG,69882331,SWASTA,KP. CIGANASOLI,2023
1054,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206030,CIKALONG,32.06.03,CIKALONG,SMK PLUS MUNAWAROTUL HIDAYAH,69952392,SWASTA,KP. PANYAIRAN,2023
1055,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206110,SALAWU,32.06.14,SALAWU,SMK AL-FURQON CIBIRU,69968753,SWASTA,KAMPUNG CIBIRU RT/RW 021/005,2023
1056,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206110,SALAWU,32.06.14,SALAWU,SMK MUTIARA SALAWU,69990975,SWASTA,JL. RAYA LANGKOB DESA TANJUNGSARI KEC SALAWU KAB TASIKMALAYA PROV JAWA BARAT,2023
1057,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206110,SALAWU,32.06.14,SALAWU,SMKS AL MADANIYAH,20270946,SWASTA,JALAN KAMPUNG CIBULEUD,2023
1058,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206110,SALAWU,32.06.14,SALAWU,SMKS AL MANSHURIYAH,20253990,SWASTA,JL. NANGGERANG RT.027/RW.004,2023
1059,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206090,SODONGHILIR,32.06.12,SODONGHILIR,SMK AL-MUKHTARA,69937714,SWASTA,KP. SITUANYAR RT 02 RW 07,2023
106,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,32.01.03,CITEUREUP,SMKS PANCA KARYA SENTUL,20279817,SWASTA,JL. DESA SANJA RT 06 RW 06,2023
1060,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206090,SODONGHILIR,32.06.12,SODONGHILIR,SMK AN-NUR LEUWIDULANG,69947374,SWASTA,KP. CITAPEN DS. LEUWIDULANG,2023
1061,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206090,SODONGHILIR,32.06.12,SODONGHILIR,SMK YAPIM,69934750,SWASTA,JL. KHZ ABIDIN NO 76 KOMPLEK PESANTREN MIFTAHUL ULUM GUNUNGBUBUT,2023
1062,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206090,SODONGHILIR,32.06.12,SODONGHILIR,SMKS MANDIRI,60726847,SWASTA,KP.MUARA RT 008 RW 002 DESA CIKALONG,2023
1063,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206090,SODONGHILIR,32.06.12,SODONGHILIR,SMKS YASBU AL QOMARIYAH,20257522,SWASTA,JL. SUKAPARAN NO. 01 SODONGHILIR,2023
1064,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206230,CISAYONG,32.06.32,CISAYONG,SMK IGASARPINDAD,69873570,SWASTA,JLN. RAYA CISAYONG KP. SINDANGHURIP RT 04/04,2023
1065,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206230,CISAYONG,32.06.32,CISAYONG,SMK IT MALIK AL-FATH,69934906,SWASTA,KP. MEKARJAYA RT 03 RW 06,2023
1066,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206230,CISAYONG,32.06.32,CISAYONG,SMK TERPADU AL ISTIQOMAH,69788583,SWASTA,JL. LAPANG SAKTI LODAYA BABAKAN SUKARAME,2023
1067,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206230,CISAYONG,32.06.32,CISAYONG,SMKS 3 LPPMRI CISAYONG,20279871,SWASTA,KP. NEUNDEUT RT 01 RW 02,2023
1068,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206230,CISAYONG,32.06.32,CISAYONG,SMKS DAARUL ABROOR,20244752,SWASTA,KP. CIBEUREUM,2023
1069,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206230,CISAYONG,32.06.32,CISAYONG,SMKS FADRIS,20244750,SWASTA,JL. RAYA CIAWI KM 8 NO. 79,2023
107,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,32.01.03,CITEUREUP,SMKS PGRI CITEUREUP,20231434,SWASTA,JL. PAHLAWAN NO. 72 KP. KAUM RT. 06 RW. 02,2023
1070,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206270,PAGERAGEUNG,32.06.38,PAGERAGEUNG,SMK BINA KARYA DARUL ULUM,69878670,SWASTA,JL. RAYA PAGERAGEUNG NO. 85,2023
1071,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206270,PAGERAGEUNG,32.06.38,PAGERAGEUNG,SMK CITRA MANDIRI,69934724,SWASTA,KP. CIKERENCENG RT. 03 RW. 11,2023
1072,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206270,PAGERAGEUNG,32.06.38,PAGERAGEUNG,SMK IT AL-ITIHAD,69831502,SWASTA,TANJAKNANGSI,2023
1073,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206270,PAGERAGEUNG,32.06.38,PAGERAGEUNG,SMKS IT ABU DZAR,60726715,SWASTA,JL. CISEUTI HILIR RT 03 RW 09,2023
1074,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206270,PAGERAGEUNG,32.06.38,PAGERAGEUNG,SMKS PLUS YSB SURYALAYA,20210707,SWASTA,JL. SURYALAYA - PAGERAGEUNG,2023
1075,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206211,SARIWANGI,32.06.30,SARIWANGI,SMK SARIWANGI,69873966,SWASTA,KP. JAREGED,2023
1076,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206211,SARIWANGI,32.06.30,SARIWANGI,SMKS AL HUDA SARIWANGI,20241184,SWASTA,KP. PEUTEUYJAYA,2023
1077,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206211,SARIWANGI,32.06.30,SARIWANGI,SMKS KESEHATAN MIFTAHUNNAJAH,20268063,SWASTA,KP. CIKADU RT 20 RW 05,2023
1078,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206050,CIKATOMAS,32.06.05,CIKATOMAS,SMK IBNU HAMBAL,69947697,SWASTA,JL. RAYA CIKATOMAS NO. 45 KP. SUKASIRNA,2023
1079,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206050,CIKATOMAS,32.06.05,CIKATOMAS,SMKS AS SYAFIIYAH,20271320,SWASTA,JALAN RAYA CIKATOMAS NO. 216,2023
108,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,32.01.03,CITEUREUP,SMKS PUSPA MEKAR,69756124,SWASTA,"PERUM INDOGREEN BLOK G, KP NYANGKOKOT RT 04 RW 05",2023
1080,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206050,CIKATOMAS,32.06.05,CIKATOMAS,SMKS DARUL HIKMAH,20279870,SWASTA,SINDANGASIH,2023
1081,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206050,CIKATOMAS,32.06.05,CIKATOMAS,SMKS SIROJUL UMMAH,20269703,SWASTA,JL RAYA CIKALONG NO. 27 RT 02/02,2023
1082,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206120,TANJUNGJAYA,32.06.16,TANJUNGJAYA,SMK NURUL FITRI,69878672,SWASTA,KP. TEGALPANJANG,2023
1083,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206120,TANJUNGJAYA,32.06.16,TANJUNGJAYA,SMKS AL AMIN,20258084,SWASTA,KP. CIBUNIGEULIS,2023
1084,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206120,TANJUNGJAYA,32.06.16,TANJUNGJAYA,SMKS AL FALAH TANJUNGJAYA,20254606,SWASTA,"JL. KH. AHMAD FAQIH, KP. KEBONKALAPA, CIBALANARIK",2023
1085,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206120,TANJUNGJAYA,32.06.16,TANJUNGJAYA,SMKS AL MUAWWANAH,20268016,SWASTA,JL.INPRES GUNUNGPAYUNG CIHERAS,2023
1086,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206120,TANJUNGJAYA,32.06.16,TANJUNGJAYA,SMKS SUKAPURA,69786374,SWASTA,JALAN DALEM WIRAWANGSA KM 3 CIKALAPA,2023
1087,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206140,SALOPA,32.06.18,SALOPA,SMKN SPP,20268946,NEGERI,JALAN MULYASARI NO.7,2023
1088,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206140,SALOPA,32.06.18,SALOPA,SMKS NURUSSALAM,20279873,SWASTA,JL. RAYA SALOPA NO 158,2023
1089,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206140,SALOPA,32.06.18,SALOPA,SMKS RIYADUL HIKMAH,20268847,SWASTA,JLN. RAYA MANDALA NO. 1 B KP. JAMUPU,2023
109,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,32.01.03,CITEUREUP,SMKS TI ANNISA 2,69754153,SWASTA,JL KRANGGAN NO 2 CITEUREUP,2023
1090,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206210,LEUWISARI,32.06.28,LEUWISARI,SMK AL-FALAH KH. SYAMSUDIN,69948854,SWASTA,KP. SELAREUMA RT 21 RW 08,2023
1091,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206210,LEUWISARI,32.06.28,LEUWISARI,SMKS CENDIKIA,20268017,SWASTA,KP. CIHAUR RT. 09 RW. 02,2023
1092,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206210,LEUWISARI,32.06.28,LEUWISARI,SMKS DAARUDDAWAH,20254116,SWASTA,KP. BOJONGSARI,2023
1093,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206210,LEUWISARI,32.06.28,LEUWISARI,SMKS ISLAM CIAWANG,69775436,SWASTA,KP. CIAWANG RT 15 RW 04,2023
1094,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206210,LEUWISARI,32.06.28,LEUWISARI,SMKS ISLAM PANIIS,20247265,SWASTA,PANIIS DESA MANDALAGIRI KEC.LEUWISARI,2023
1095,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206210,LEUWISARI,32.06.28,LEUWISARI,SMKS SINGAPARNA,20229518,SWASTA,JL. CIKELENG PST NO 05 KEC. LEUWISARI,2023
1096,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206191,SUKARAME,32.06.26,SUKARAME,SMKS KH A WAHAB MUHSIN,20244751,SWASTA,PAHLWAN KHZ. MUSTHAFA,2023
1097,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206191,SUKARAME,32.06.26,SUKARAME,SMKS NURUL WAFA,20262721,SWASTA,JL. KH.MOCH. IDRIS GUNUNGHIDEUNG DS/KEC. SUKARAME,2023
1098,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206191,SUKARAME,32.06.26,SUKARAME,SMKS PLUS AN NUUR,20238551,SWASTA,KP NAGASARI,2023
1099,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206191,SUKARAME,32.06.26,SUKARAME,SMKS SYAHIDA,20268812,SWASTA,JL. GUNUNG KICAU,2023
11,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201210,CIBINONG,32.01.01,CIBINONG,SMKS BINA TEKNOLOGI,20231390,SWASTA,JL. KARADENAN NO. 9 CIBINONG BOGOR,2023
110,32,JAWA BARAT,3201,KABUPATEN BOGOR,3201200,CITEUREUP,32.01.03,CITEUREUP,SMKS WIDYA DHARMA 1 CITEUREUP BOGOR,20232493,SWASTA,JL. JEMBATAN DUA NO. 22 KARANG ASEM BARAT,2023
1100,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206141,JATIWARAS,32.06.19,JATIWARAS,SMK KARYA PUTRA MANGGALA,69874083,SWASTA,KP. CINUNJANG,2023
1101,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206141,JATIWARAS,32.06.19,JATIWARAS,SMK UMMUL QURO JATIWARAS,69787428,SWASTA,JLN. SANGGARIANG KEC. JATIWARAS KAB. TASIKMALAYA PROPINSI JAWA BARAT,2023
1102,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206141,JATIWARAS,32.06.19,JATIWARAS,SMKS IT NURUL HIKMAH,20251830,SWASTA,KP. UNARA,2023
1103,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206212,PADAKEMBANG,32.06.29,PADAKEMBANG,SMK BAHRUL HIDAYAH,69978526,SWASTA,KP. CIPANGLANDIAN RT005/007 TASIKMALAYA,2023
1104,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206212,PADAKEMBANG,32.06.29,PADAKEMBANG,SMKS AS SHOFA,20210714,SWASTA,JL. CILAMPUNGHILIR PADAKEMBANG,2023
1105,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206212,PADAKEMBANG,32.06.29,PADAKEMBANG,SMKS KOMUNIKA PRESTASI GENTUR PADAKEMBANG,20268064,SWASTA,JL. RANCAPAKU GENTUR NO. 54,2023
1106,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206212,PADAKEMBANG,32.06.29,PADAKEMBANG,SMKS NANGKALEAH,20271673,SWASTA,KP. NANGKALEAH,2023
1107,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,3206212,PADAKEMBANG,32.06.29,PADAKEMBANG,SMKS PADAKEMBANG,20271674,SWASTA,JL. BATUBEULAH KOMP.KEC PADAKEMBANG DS. CISARUNI KEC.PADAKEMBANG,2023
